a_1|a|indefinite article|A1|used before countable or singular nouns referring to people or things that have not already been mentioned|/ə/|/ə/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/a__/a__gb/a__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/a__/a__us/a__us_2_rr.mp3|<li class="" htag="li"><span class="x">a man/horse/unit</span></li>;<li class="" htag="li"><span class="x">an aunt/egg/hour/X-ray</span></li>;<li class="" htag="li"><span class="x">I can only carry two at a time.</span></li>;<li class="" htag="li"><span class="x">There's a visitor for you.</span></li>;<li class="" htag="li"><span class="x">She's a friend of my father's <span class="gloss" hclass="gloss" htag="span">(= one of my father's friends)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/a_1
account_1|account|noun|B1|an arrangement that somebody has with a bank, etc. to keep money there, take some out, etc.|/əˈkaʊnt/|/əˈkaʊnt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acc/accou/account__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acc/accou/account__us_1.mp3|<li class="" htag="li"><span class="x">I don't have a <span class="cl">bank account</span>.</span></li>;<li class="" htag="li"><span class="x">I paid the money into my savings account.</span></li>;<li class="" htag="li"><span class="x">a joint account <span class="gloss" hclass="gloss" htag="span">(= one in the name of more than one person)</span></span></li>;<li class="" htag="li"><span class="x">With internet banking you can manage your account online.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">account with somebody/something</span> <span class="x">Do you have an account with us?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">account at something</span> <span class="x">He <span class="cl">opened an account</span> at a bank in Germany.</span></li>;<li class="" htag="li"><span class="x">Interest will be paid monthly into the <span class="cl">account holder</span>'s current account.</span></li>;<li class="" htag="li"><span class="x">What's your account number please?</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/account_1
account_2|account|verb|B2|to have the opinion that somebody/something is a particular thing|/əˈkaʊnt/|/əˈkaʊnt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acc/accou/account__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acc/accou/account__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">be accounted + adj.</span> <span class="x">In English law a person is accounted innocent until they are proved guilty.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">be accounted + noun</span> <span class="x">The event was accounted a success.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/account_2
accounting|accounting|noun|D|the process or work of keeping financial accounts|/əˈkaʊntɪŋ/|/əˈkaʊntɪŋ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acc/accou/accounting__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acc/accou/accounting__us_1.mp3|<li class="" htag="li"><span class="x">a career in accounting</span></li>;<li class="" htag="li"><span class="x">accounting methods</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/accounting
accurate|accurate|adjective|B2|correct and true in every detail|/ˈækjərət/|/ˈækjərət/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acc/accur/accurate__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acc/accur/accurate__us_1.mp3|<li class="" htag="li"><span class="x">an <span class="cl">accurate description/picture</span> of something</span></li>;<li class="" htag="li"><span class="x">Accurate measurements are essential.</span></li>;<li class="" htag="li"><span class="x">I'm not convinced the reports are accurate.</span></li>;<li class="" htag="li"><span class="x">The film is not <span class="cl">historically accurate</span>.</span></li>;<li class="" htag="li"><span class="x">an accurate prediction/estimate/assessment</span></li>;<li class="" htag="li"><span class="x">an accurate representation/portrayal</span></li>;<li class="" htag="li"><span class="x">scientifically accurate information/data</span></li>;<li class="" htag="li"><span class="x">reasonably/entirely/fairly accurate</span></li>;<li class="" htag="li"><span class="x">The cost is an accurate reflection of the quality of our products.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/accurate
accuse|accuse|verb|B2|to say that somebody has done something wrong or is guilty of something|/əˈkjuːz/|/əˈkjuːz/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acc/accus/accuse__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acc/accus/accuse__us_2.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">accuse somebody of something</span> <span class="x">to <span class="cl">accuse somebody of murder/a crime</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">accuse somebody of doing something</span> <span class="x">She accused him of lying.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">be accused of something</span> <span class="x">The government was accused of incompetence.</span></li>;<li class="" htag="li"><span class="x">to be <span class="cl">falsely/wrongly/unjustly accused</span> of something</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(formal)</span> <span class="x">They <span class="cl">stand accused</span> of crimes against humanity.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/accuse
achieve|achieve|verb|A2|to succeed in reaching a particular goal, status or standard, especially by making an effort for a long time|/əˈtʃiːv/|/əˈtʃiːv/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ach/achie/achieve__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ach/achie/achieve__us_2.mp3|<li class="" htag="li"><span class="x">He had finally <span class="cl">achieved success</span>.</span></li>;<li class="" htag="li"><span class="x">They have both <span class="cl">achieved </span>great <span class="cl">results</span>. </span></li>;<li class="" htag="li"><span class="x">She has worked hard to <span class="cl">achieve her goal</span>.</span></li>;<li class="" htag="li"><span class="x">to <span class="cl">achieve an objective/aim</span></span></li>;<li class="" htag="li"><span class="x">They could not achieve their target of less than 3% inflation.</span></li>;<li class="" htag="li"><span class="x">The firm has achieved the status of undisputed market leader.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">achieve something through (doing) something</span> <span class="x">Course objectives were achieved through a range of activities. </span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/achieve
achievement|achievement|noun|B1|a thing that somebody has done successfully, especially using their own effort and skill|/əˈtʃiːvmənt/|/əˈtʃiːvmənt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ach/achie/achievement__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ach/achie/achievement__us_1.mp3|<li class="" htag="li"><span class="x">the greatest scientific achievement of the decade</span></li>;<li class="" htag="li"><span class="x">sporting/artistic/academic achievements</span></li>;<li class="" htag="li"><span class="x">It was a <span class="cl">remarkable achievement</span> for such a young player.</span></li>;<li class="" htag="li"><span class="x">an <span class="cl">outstanding achievement</span></span></li>;<li class="" htag="li"><span class="x">This work is the <span class="cl">crowning achievement </span><span class="gloss" hclass="gloss" htag="span">(= the greatest achievement)</span> of her career.</span></li>;<li class="" htag="li"><span class="x">They were proud of their children's achievements.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/achievement
acknowledge|acknowledge|verb|B2|to accept that something is true|/əkˈnɒlɪdʒ/|/əkˈnɑːlɪdʒ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ack/ackno/acknowledge__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ack/ackno/acknowledge__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">acknowledge something</span> <span class="x">She refuses to acknowledge the need for reform.</span></li>;<li class="" htag="li"><span class="x">I have to <span class="cl">acknowledge the fact</span> that I am partly responsible.</span></li>;<li class="" htag="li"><span class="x">It's a generally acknowledged fact.</span></li>;<li class="" htag="li"><span class="x">Most people acknowledge the existence of evil.</span></li>;<li class="" htag="li"><span class="x">to openly/publicly/readily acknowledge something</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">acknowledge that…</span> <span class="x">He does not acknowledge that he has done anything wrong.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">acknowledge something to be, have, etc. something</span> <span class="x">It is generally acknowledged to be true.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/acknowledge
acquire|acquire|verb|B2|to gain something by your own efforts, ability or behaviour|/əˈkwaɪə(r)/|/əˈkwaɪər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acq/acqui/acquire__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acq/acqui/acquire__us_2.mp3|<li class="" htag="li"><span class="x">She has <span class="cl">acquired</span> a good <span class="cl">knowledge</span> of English.</span></li>;<li class="" htag="li"><span class="x">How long will it take to <span class="cl">acquire</span> the necessary <span class="cl">skills</span>?</span></li>;<li class="" htag="li"><span class="x">I would love to apply the <span class="cl">newly acquired</span> skills to a job that I enjoy.</span></li>;<li class="" htag="li"><span class="x">He has acquired a reputation for dishonesty.</span></li>;<li class="" htag="li"><span class="x">I have recently acquired a taste for olives.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/acquire
across_2|across|adverb|A1|from one side to the other side|/əˈkrɒs/|/əˈkrɔːs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acr/acros/across__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acr/acros/across__us_1.mp3|<li class="" htag="li"><span class="x">It's too wide. We can't swim across.</span></li>;<li class="" htag="li"><span class="x">The yard measures about 50 feet across.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/across_2
across_1|across|preposition|A1|from one side to the other side of something|/əˈkrɒs/|/əˈkrɔːs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/acr/acros/across__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/acr/acros/across__us_1.mp3|<li class="" htag="li"><span class="x">He walked across the field.</span></li>;<li class="" htag="li"><span class="x">I drew a line across the page.</span></li>;<li class="" htag="li"><span class="x">A grin spread across her face.</span></li>;<li class="" htag="li"><span class="x">Where's the nearest bridge across the river?</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/across_1
act_2|act|noun|B1|a particular thing that somebody does|/ækt/|/ækt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/act__/act__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/act__/act__us_2.mp3|<li class="" htag="li"><span class="x">You have <span class="cl">committed a</span> serious <span class="cl">criminal act</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">act of something</span> <span class="x">an <span class="cl">act of kindness</span> </span></li>;<li class="" htag="li"><span class="x">This was one of the most appalling <span class="cl">acts of terror</span> of recent times.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">acts of terrorism/violence/aggression</span></span></li>;<li class="" htag="li"><span class="x">They <span class="cl">performed acts</span> of great heroism.</span></li>;<li class="" htag="li"><span class="x">The murder was the act of a psychopath.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/act_2
act_1|act|verb|A2|to do something for a particular purpose or in order to deal with a situation|/ækt/|/ækt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/act__/act__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/act__/act__us_2.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">act to do something</span> <span class="x">It is vital that we act to stop the destruction of the rainforests.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">+ adv./prep.</span> <span class="x">By <span class="cl">acting quickly </span>doctors saved her life.</span></li>;<li class="" htag="li"><span class="x">The government was criticized for failing to act decisively.</span></li>;<li class="" htag="li"><span class="x">Initial reports indicated he <span class="cl">acted alone</span>.</span></li>;<li class="" htag="li"><span class="x">He claims he <span class="cl">acted in self-defence</span>.</span></li>;<li class="" htag="li"><span class="x">We <span class="cl">acted in good faith</span> <span class="gloss" hclass="gloss" htag="span">(= believing that we were doing the right thing)</span>.</span></li>;<li class="" htag="li"><span class="x">They are acting out of self-interest.</span></li>;<li class="" htag="li"><span class="x">She was not acting for personal gain.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/act_1
action_1|action|noun|A1|the process of doing something in order to make something happen or to deal with a situation|/ˈækʃn/|/ˈækʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actio/action__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/actio/action__us_2.mp3|<li class="" htag="li"><span class="x">The time has come for action if these beautiful animals are to survive.</span></li>;<li class="" htag="li"><span class="x">to threaten/demand/call for action</span></li>;<li class="" htag="li"><span class="x">Firefighters <span class="cl">took action</span> immediately to stop the blaze spreading.</span></li>;<li class="" htag="li"><span class="x">Divers were close at hand, ready to <span class="cl">go into action</span> if the stunt went wrong.</span></li>;<li class="" htag="li"><span class="x">What is the best <span class="cl">course of action</span> in the circumstances?</span></li>;<li class="" htag="li"><span class="x">She began to explain her <span class="cl">plan of action</span> to the group.</span></li>;<li class="" htag="li"><span class="x">The men face <span class="cl">disciplinary action</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/action_1
active_1|active|adjective|A2|always busy doing things, especially physical activities|/ˈæktɪv/|/ˈæktɪv/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/activ/active__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/activ/active__us_2.mp3|<li class="" htag="li"><span class="x">Staying <span class="cl">physically active</span> in later years can also keep you feeling younger. </span></li>;<li class="" htag="li"><span class="x">Before our modern age, people had a more physical and active lifestyle.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/active_1
activity|activity|noun|A1|a thing that you do for interest or pleasure|/ækˈtɪvəti/|/ækˈtɪvəti/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/activ/activity__gb_5.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/activ/activity__us_4.mp3|<li class="" htag="li"><span class="x">leisure/outdoor/recreational activities</span></li>;<li class="" htag="li"><span class="x">The club provides a wide variety of activities including tennis, swimming and squash.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/activity
actor|actor|noun|A1|a person who performs on the stage, on television or in films, especially as a profession|/ˈæktə(r)/|/ˈæktər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actor/actor__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/actor/actor__us_2.mp3|<li class="" htag="li"><span class="x">Both <span class="cl">lead actors</span> <span class="gloss" hclass="gloss" htag="span">(= the ones who play the main parts)</span> are outstanding.</span></li>;<li class="" htag="li"><span class="x">She is one of the country’s leading actors.</span></li>;<li class="" htag="li"><span class="x">a stage/film/movie actor</span></li>;<li class="" htag="li"><span class="x">a Hollywood actor</span></li>;<li class="" htag="li"><span class="x">The movie <span class="cl">starred</span> a bunch of relatively unknown young <span class="cl">actors</span>. </span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/actor
actress|actress|noun|A1|a woman who performs on the stage, on television or in films, especially as a profession|/ˈæktrəs/|/ˈæktrəs/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actre/actress__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/actre/actress__us_2.mp3|<li class="" htag="li"><span class="x">The Oscar-winning actress has taken a break from acting.</span></li>;<li class="" htag="li"><span class="x">the lead actress from a hit show</span></li>;<li class="" htag="li"><span class="x">In 1940 he married actress Jane Wyman.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/actress
actual|actual|adjective|B2|used to emphasize something that is real or exists in fact|/ˈæktʃuəl/|/ˈæktʃuəl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actua/actual__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/actua/actual__us_1_rr.mp3|<li class="" htag="li"><span class="x">James looks younger than his wife but <span class="cl">in actual fact</span> <span class="gloss" hclass="gloss" htag="span">(= really)</span> he is five years older.</span></li>;<li class="" htag="li"><span class="x">The actual cost was higher than we expected.</span></li>;<li class="" htag="li"><span class="x">The actual number of unemployed is more than 15 million.</span></li>;<li class="" htag="li"><span class="x">What were his actual words?</span></li>;<li class="" htag="li"><span class="x">A variety of factors could cause our actual results to differ from the expected results.</span></li>;<li class="" htag="li"><span class="x">The story of the film is based on actual events and people.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/actual
actually|actually|adverb|A2|used in speaking to emphasize a fact or a comment, or that something is really true|/ˈæktʃuəli/|/ˈæktʃuəli/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/act/actua/actually__gb_5.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/act/actua/actually__us_1_rr.mp3|<li class="" htag="li"><span class="x">What did she actually say?</span></li>;<li class="" htag="li"><span class="x">It's not actually raining now.</span></li>;<li class="" htag="li"><span class="x">The book was never actually published. </span></li>;<li class="" htag="li"><span class="x">I'm glad we were actually able to get the message across.</span></li>;<li class="" htag="li"><span class="x">That's the only reason I'm actually going.</span></li>;<li class="" htag="li"><span class="x">There are lots of people there who can actually help you.</span></li>;<li class="" htag="li"><span class="x">I didn't want to say anything without actually reading the letter first.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/actually
ad_1|ad|noun|B1|a notice, picture or film telling people about a product, job or service|/æd/|/æd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ad_/ad__g/ad__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ad_/ad__u/ad__us_2.mp3|<li class="" htag="li"><span class="x">The TV <span class="cl">ads</span> were first <span class="cl">run</span> last year.</span></li>;<li class="" htag="li"><span class="x">They've produced an ad for a new chocolate bar.</span></li>;<li class="" htag="li"><span class="x">We put an ad on a classifieds website.</span></li>;<li class="" htag="li"><span class="x">A $10 million TV <span class="cl">ad campaign</span></span></li>;<li class="" htag="li"><span class="x">an <span class="cl">ad agency</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/ad_1
adapt|adapt|verb|B2|to change your behaviour in order to deal more successfully with a new situation|/əˈdæpt/|/əˈdæpt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/ada/adapt/adapt__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/ada/adapt/adapt__us_1.mp3|<li class="" htag="li"><span class="x">It's amazing how soon you adapt.</span></li>;<li class="" htag="li"><span class="x">The organisms were forced to adapt in order to survive.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">adapt to something</span> <span class="x">Some animals have a remarkable ability to <span class="cl">adapt to</span> changing <span class="cl">environments</span>.</span></li>;<li class="" htag="li"><span class="x">A large organization can be slow to <span class="cl">adapt to change</span></span></li>;<li class="" htag="li"><span class="x">The company was able to <span class="cl">adapt to the conditions</span> and enhance its position.</span></li>;<li class="" htag="li"><span class="x">We have had to adapt quickly to the new system.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">adapt yourself to something</span> <span class="x">It took him a while to adapt himself to his new surroundings.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/adapt
